url,recette,quantites,ingredients
http://www.marmiton.org/recettes/recette_mini-cakes-aux-myrtilles-et-au-chocolat-blanc-american-blueberry-cupcake_72877.aspx,Mini cakes aux myrtilles et au chocolat blanc (American blueberry cupcake),100, g de chocolat blanc
http://www.marmiton.org/recettes/recette_mini-cakes-aux-myrtilles-et-au-chocolat-blanc-american-blueberry-cupcake_72877.aspx,Mini cakes aux myrtilles et au chocolat blanc (American blueberry cupcake),3, oeuf
http://www.marmiton.org/recettes/recette_mini-cakes-aux-myrtilles-et-au-chocolat-blanc-american-blueberry-cupcake_72877.aspx,Mini cakes aux myrtilles et au chocolat blanc (American blueberry cupcake),1, sachet de levure chimique
http://www.marmiton.org/recettes/recette_mini-cakes-aux-myrtilles-et-au-chocolat-blanc-american-blueberry-cupcake_72877.aspx,Mini cakes aux myrtilles et au chocolat blanc (American blueberry cupcake),1, pincée de sel
http://www.marmiton.org/recettes/recette_mini-cakes-aux-myrtilles-et-au-chocolat-blanc-american-blueberry-cupcake_72877.aspx,Mini cakes aux myrtilles et au chocolat blanc (American blueberry cupcake),300, g de myrtille
http://www.marmiton.org/recettes/recette_mini-cakes-aux-myrtilles-et-au-chocolat-blanc-american-blueberry-cupcake_72877.aspx,Mini cakes aux myrtilles et au chocolat blanc (American blueberry cupcake),1, cuillère à café d'extrait de vanille
http://www.marmiton.org/recettes/recette_mini-cakes-aux-myrtilles-et-au-chocolat-blanc-american-blueberry-cupcake_72877.aspx,Mini cakes aux myrtilles et au chocolat blanc (American blueberry cupcake),100, g de sucre glace
http://www.marmiton.org/recettes/recette_mini-cakes-aux-myrtilles-et-au-chocolat-blanc-american-blueberry-cupcake_72877.aspx,Mini cakes aux myrtilles et au chocolat blanc (American blueberry cupcake),,Citron
http://www.marmiton.org/recettes/recette_tarte-express-sans-pate-aux-pommes-et-au-miel_51526.aspx,Tarte express sans pâte aux pommes et au miel,2, pomme
http://www.marmiton.org/recettes/recette_tarte-express-sans-pate-aux-pommes-et-au-miel_51526.aspx,Tarte express sans pâte aux pommes et au miel,4, cuillère à soupe de miel liquide
http://www.marmiton.org/recettes/recette_tarte-express-sans-pate-aux-pommes-et-au-miel_51526.aspx,Tarte express sans pâte aux pommes et au miel,12.5, cl de lait
http://www.marmiton.org/recettes/recette_tarte-express-sans-pate-aux-pommes-et-au-miel_51526.aspx,Tarte express sans pâte aux pommes et au miel,60, g de farine
http://www.marmiton.org/recettes/recette_tarte-express-sans-pate-aux-pommes-et-au-miel_51526.aspx,Tarte express sans pâte aux pommes et au miel,1, oeuf
http://www.marmiton.org/recettes/recette_tarte-express-sans-pate-aux-pommes-et-au-miel_51526.aspx,Tarte express sans pâte aux pommes et au miel,2, g de levure chimique
http://www.marmiton.org/recettes/recette_tarte-express-sans-pate-aux-pommes-et-au-miel_51526.aspx,Tarte express sans pâte aux pommes et au miel,1, pincée de sel
http://www.marmiton.org/recettes/recette_tarte-express-sans-pate-aux-pommes-et-au-miel_51526.aspx,Tarte express sans pâte aux pommes et au miel,,Sucre glace
http://www.marmiton.org/recettes/recette_tarte-express-sans-pate-aux-pommes-et-au-miel_51526.aspx,Tarte express sans pâte aux pommes et au miel,,Crème chantilly
http://www.marmiton.org/recettes/recette_tarte-express-sans-pate-aux-pommes-et-au-miel_51526.aspx,Tarte express sans pâte aux pommes et au miel,,Glace vanille
http://www.marmiton.org/recettes/recette_muffins-au-chocolat-sans-lactose_340062.aspx,"Muffins au chocolat, sans lactose",250, farine
http://www.marmiton.org/recettes/recette_muffins-au-chocolat-sans-lactose_340062.aspx,"Muffins au chocolat, sans lactose",100, g de sucre
http://www.marmiton.org/recettes/recette_muffins-au-chocolat-sans-lactose_340062.aspx,"Muffins au chocolat, sans lactose",2, oeuf
http://www.marmiton.org/recettes/recette_muffins-au-chocolat-sans-lactose_340062.aspx,"Muffins au chocolat, sans lactose",1, plaque de chocolat
http://www.marmiton.org/recettes/recette_muffins-au-chocolat-sans-lactose_340062.aspx,"Muffins au chocolat, sans lactose",10, cl de lait
http://www.marmiton.org/recettes/recette_muffins-au-chocolat-sans-lactose_340062.aspx,"Muffins au chocolat, sans lactose",1, yaourt
http://www.marmiton.org/recettes/recette_muffins-au-chocolat-sans-lactose_340062.aspx,"Muffins au chocolat, sans lactose",1, sachet de levure
http://www.marmiton.org/recettes/recette_muffins-au-chocolat-sans-lactose_340062.aspx,"Muffins au chocolat, sans lactose",1, goutte d'arôme
http://www.marmiton.org/recettes/recette_cake-au-chocolat_69979.aspx,Cake au chocolat,200, g de farine
http://www.marmiton.org/recettes/recette_cake-au-chocolat_69979.aspx,Cake au chocolat,4, oeuf
http://www.marmiton.org/recettes/recette_cake-au-chocolat_69979.aspx,Cake au chocolat,100, g de sucre
http://www.marmiton.org/recettes/recette_cake-au-chocolat_69979.aspx,Cake au chocolat,200, g de beurre
http://www.marmiton.org/recettes/recette_cake-au-chocolat_69979.aspx,Cake au chocolat,100, g de chocolat
http://www.marmiton.org/recettes/recette_cake-au-chocolat_69979.aspx,Cake au chocolat,1, sachet de levure chimique
http://www.marmiton.org/recettes/recette_cake-pommes-cannelle-et-rhum_31805.aspx,"Cake pommes, cannelle et rhum",60, g de sucre
http://www.marmiton.org/recettes/recette_cake-pommes-cannelle-et-rhum_31805.aspx,"Cake pommes, cannelle et rhum",60, sucre roux
http://www.marmiton.org/recettes/recette_cake-pommes-cannelle-et-rhum_31805.aspx,"Cake pommes, cannelle et rhum",3, oeuf
http://www.marmiton.org/recettes/recette_cake-pommes-cannelle-et-rhum_31805.aspx,"Cake pommes, cannelle et rhum",150, g de farine
http://www.marmiton.org/recettes/recette_cake-pommes-cannelle-et-rhum_31805.aspx,"Cake pommes, cannelle et rhum",1, pincée de sel
http://www.marmiton.org/recettes/recette_cake-pommes-cannelle-et-rhum_31805.aspx,"Cake pommes, cannelle et rhum",1, sachet de levure
http://www.marmiton.org/recettes/recette_cake-pommes-cannelle-et-rhum_31805.aspx,"Cake pommes, cannelle et rhum",1, cuillère à café de cannelle
http://www.marmiton.org/recettes/recette_cake-pommes-cannelle-et-rhum_31805.aspx,"Cake pommes, cannelle et rhum",5, pomme
http://www.marmiton.org/recettes/recette_cake-pommes-cannelle-et-rhum_31805.aspx,"Cake pommes, cannelle et rhum",150, g de beurre
http://www.marmiton.org/recettes/recette_cake-pommes-cannelle-et-rhum_31805.aspx,"Cake pommes, cannelle et rhum",6, cl de rhum
http://www.marmiton.org/recettes/recette_kalbelouz-gabelouze_13705.aspx,Kalbelouz /Gabelouze,1, kg de semoule
http://www.marmiton.org/recettes/recette_kalbelouz-gabelouze_13705.aspx,Kalbelouz /Gabelouze,700, g de sucre
http://www.marmiton.org/recettes/recette_kalbelouz-gabelouze_13705.aspx,Kalbelouz /Gabelouze,1, verre d'eau
http://www.marmiton.org/recettes/recette_kalbelouz-gabelouze_13705.aspx,Kalbelouz /Gabelouze,300, g de sucre
http://www.marmiton.org/recettes/recette_kalbelouz-gabelouze_13705.aspx,Kalbelouz /Gabelouze,1.5, l d'eau
http://www.marmiton.org/recettes/recette_kalbelouz-gabelouze_13705.aspx,Kalbelouz /Gabelouze,,Eau
http://www.marmiton.org/recettes/recette_tarte-bananes-chocolat_36989.aspx,Tarte bananes chocolat,1, pâte sablée
http://www.marmiton.org/recettes/recette_tarte-bananes-chocolat_36989.aspx,Tarte bananes chocolat,100, g de chocolat pâtissier
http://www.marmiton.org/recettes/recette_tarte-bananes-chocolat_36989.aspx,Tarte bananes chocolat,10, cl de crème liquide
http://www.marmiton.org/recettes/recette_tarte-bananes-chocolat_36989.aspx,Tarte bananes chocolat,4, banane
http://www.marmiton.org/recettes/recette_tarte-bananes-chocolat_36989.aspx,Tarte bananes chocolat,50, g de sucre en poudre
http://www.marmiton.org/recettes/recette_tarte-bananes-chocolat_36989.aspx,Tarte bananes chocolat,3, oeuf
http://www.marmiton.org/recettes/recette_tarte-bananes-chocolat_36989.aspx,Tarte bananes chocolat,10, cl de lait
http://www.marmiton.org/recettes/recette_verrine-ananas-sur-lit-de-chantilly-noix-de-coco_168029.aspx,Verrine ananas sur lit de chantilly noix de coco,1, ananas
http://www.marmiton.org/recettes/recette_verrine-ananas-sur-lit-de-chantilly-noix-de-coco_168029.aspx,Verrine ananas sur lit de chantilly noix de coco,30, cl de crème liquide
http://www.marmiton.org/recettes/recette_verrine-ananas-sur-lit-de-chantilly-noix-de-coco_168029.aspx,Verrine ananas sur lit de chantilly noix de coco,50, g de noix de coco rapée
http://www.marmiton.org/recettes/recette_verrine-ananas-sur-lit-de-chantilly-noix-de-coco_168029.aspx,Verrine ananas sur lit de chantilly noix de coco,30, g de sucre glace
http://www.marmiton.org/recettes/recette_verrine-ananas-sur-lit-de-chantilly-noix-de-coco_168029.aspx,Verrine ananas sur lit de chantilly noix de coco,5, cuillère à café de caramel
http://www.marmiton.org/recettes/recette_gateau-roule-chocolat-blanc-et-cerise_343433.aspx,Gâteau roulé chocolat blanc et cerise,5, oeuf
http://www.marmiton.org/recettes/recette_gateau-roule-chocolat-blanc-et-cerise_343433.aspx,Gâteau roulé chocolat blanc et cerise,1, pincée de sel
http://www.marmiton.org/recettes/recette_gateau-roule-chocolat-blanc-et-cerise_343433.aspx,Gâteau roulé chocolat blanc et cerise,125, g de sucre
http://www.marmiton.org/recettes/recette_gateau-roule-chocolat-blanc-et-cerise_343433.aspx,Gâteau roulé chocolat blanc et cerise,125, g de farine
http://www.marmiton.org/recettes/recette_gateau-roule-chocolat-blanc-et-cerise_343433.aspx,Gâteau roulé chocolat blanc et cerise,2, sachet de sucre vanillé
http://www.marmiton.org/recettes/recette_gateau-roule-chocolat-blanc-et-cerise_343433.aspx,Gâteau roulé chocolat blanc et cerise,1, sachet de levure
http://www.marmiton.org/recettes/recette_gateau-roule-chocolat-blanc-et-cerise_343433.aspx,Gâteau roulé chocolat blanc et cerise,200, g de mascarpone
http://www.marmiton.org/recettes/recette_gateau-roule-chocolat-blanc-et-cerise_343433.aspx,Gâteau roulé chocolat blanc et cerise,100, g de cerise
http://www.marmiton.org/recettes/recette_gateau-roule-chocolat-blanc-et-cerise_343433.aspx,Gâteau roulé chocolat blanc et cerise,200, g de chocolat blanc
http://www.marmiton.org/recettes/recette_gateau-roule-chocolat-blanc-et-cerise_343433.aspx,Gâteau roulé chocolat blanc et cerise,100, g de pâte à tartiner
http://www.marmiton.org/recettes/recette_tourte-a-la-rhubarbe_23208.aspx,tourte à la rhubarbe,450, g de rhubarbe
http://www.marmiton.org/recettes/recette_tourte-a-la-rhubarbe_23208.aspx,tourte à la rhubarbe,140, g de sucre
http://www.marmiton.org/recettes/recette_tourte-a-la-rhubarbe_23208.aspx,tourte à la rhubarbe,60, g de biscuits à la cuillère
http://www.marmiton.org/recettes/recette_tourte-a-la-rhubarbe_23208.aspx,tourte à la rhubarbe,1, noix de beurre
http://www.marmiton.org/recettes/recette_tourte-a-la-rhubarbe_23208.aspx,tourte à la rhubarbe,1, jaune d'oeuf
http://www.marmiton.org/recettes/recette_tourte-a-la-rhubarbe_23208.aspx,tourte à la rhubarbe,250, g de farine
http://www.marmiton.org/recettes/recette_tourte-a-la-rhubarbe_23208.aspx,tourte à la rhubarbe,125, g de beurre
http://www.marmiton.org/recettes/recette_tourte-a-la-rhubarbe_23208.aspx,tourte à la rhubarbe,100, g de sucre glace
http://www.marmiton.org/recettes/recette_tourte-a-la-rhubarbe_23208.aspx,tourte à la rhubarbe,40, g de Poudre d'amande
http://www.marmiton.org/recettes/recette_tourte-a-la-rhubarbe_23208.aspx,tourte à la rhubarbe,,Sel
http://www.marmiton.org/recettes/recette_tourte-a-la-rhubarbe_23208.aspx,tourte à la rhubarbe,1, oeuf
http://www.marmiton.org/recettes/recette_crumble-aux-clementines_36204.aspx,Crumble aux clémentines,200, g de sucre roux
http://www.marmiton.org/recettes/recette_crumble-aux-clementines_36204.aspx,Crumble aux clémentines,185, g de beurre
http://www.marmiton.org/recettes/recette_crumble-aux-clementines_36204.aspx,Crumble aux clémentines,250, g de farine
http://www.marmiton.org/recettes/recette_crumble-aux-clementines_36204.aspx,Crumble aux clémentines,3, pomme
http://www.marmiton.org/recettes/recette_crumble-aux-clementines_36204.aspx,Crumble aux clémentines,4, clémentine
http://www.marmiton.org/recettes/recette_crumble-aux-clementines_36204.aspx,Crumble aux clémentines,8, cuillère à café de gelée
http://www.marmiton.org/recettes/recette_tarte-framboises-groseilles_29326.aspx,Tarte framboises groseilles,1, pâte brisée
http://www.marmiton.org/recettes/recette_tarte-framboises-groseilles_29326.aspx,Tarte framboises groseilles,150, g de framboise
http://www.marmiton.org/recettes/recette_tarte-framboises-groseilles_29326.aspx,Tarte framboises groseilles,150, g de groseille
http://www.marmiton.org/recettes/recette_tarte-framboises-groseilles_29326.aspx,Tarte framboises groseilles,60, g de sucre en poudre
http://www.marmiton.org/recettes/recette_tarte-framboises-groseilles_29326.aspx,Tarte framboises groseilles,3, cl de porto
http://www.marmiton.org/recettes/recette_tarte-framboises-groseilles_29326.aspx,Tarte framboises groseilles,3, oeuf
http://www.marmiton.org/recettes/recette_tarte-framboises-groseilles_29326.aspx,Tarte framboises groseilles,1, sachet de sucre vanillé
http://www.marmiton.org/recettes/recette_tarte-framboises-groseilles_29326.aspx,Tarte framboises groseilles,50, g d'amande
http://www.marmiton.org/recettes/recette_croustillons-maison_18392.aspx,Croustillons maison,350, g de farine
http://www.marmiton.org/recettes/recette_croustillons-maison_18392.aspx,Croustillons maison,30, g de levure
http://www.marmiton.org/recettes/recette_croustillons-maison_18392.aspx,Croustillons maison,6, g de sel
http://www.marmiton.org/recettes/recette_croustillons-maison_18392.aspx,Croustillons maison,60, g de sucre
http://www.marmiton.org/recettes/recette_croustillons-maison_18392.aspx,Croustillons maison,120, g de lait
http://www.marmiton.org/recettes/recette_croustillons-maison_18392.aspx,Croustillons maison,120, g d'eau
http://www.marmiton.org/recettes/recette_croustillons-maison_18392.aspx,Croustillons maison,2, oeuf
http://www.marmiton.org/recettes/recette_croustillons-maison_18392.aspx,Croustillons maison,60, g de beurre
http://www.marmiton.org/recettes/recette_croustillons-maison_18392.aspx,Croustillons maison,,Sucre en poudre
http://www.marmiton.org/recettes/recette_biscuit-fer-a-cheval-chocolat-noisette_344466.aspx,Biscuit fer à cheval chocolat noisette,150, g de farine
http://www.marmiton.org/recettes/recette_biscuit-fer-a-cheval-chocolat-noisette_344466.aspx,Biscuit fer à cheval chocolat noisette,1, oeuf
http://www.marmiton.org/recettes/recette_biscuit-fer-a-cheval-chocolat-noisette_344466.aspx,Biscuit fer à cheval chocolat noisette,50, g de sucre en poudre
http://www.marmiton.org/recettes/recette_biscuit-fer-a-cheval-chocolat-noisette_344466.aspx,Biscuit fer à cheval chocolat noisette,80, g de beurre doux
http://www.marmiton.org/recettes/recette_biscuit-fer-a-cheval-chocolat-noisette_344466.aspx,Biscuit fer à cheval chocolat noisette,30, g de beurre demi-sel
http://www.marmiton.org/recettes/recette_biscuit-fer-a-cheval-chocolat-noisette_344466.aspx,Biscuit fer à cheval chocolat noisette,100, g de poudre de noisette
http://www.marmiton.org/recettes/recette_biscuit-fer-a-cheval-chocolat-noisette_344466.aspx,Biscuit fer à cheval chocolat noisette,140, g de chocolat noir
http://www.marmiton.org/recettes/recette_amadeus_12068.aspx,Amadeus,3, oeuf
http://www.marmiton.org/recettes/recette_amadeus_12068.aspx,Amadeus,50, g de farine
http://www.marmiton.org/recettes/recette_amadeus_12068.aspx,Amadeus,75, g de sucre
http://www.marmiton.org/recettes/recette_amadeus_12068.aspx,Amadeus,80, g de chocolat noir
http://www.marmiton.org/recettes/recette_amadeus_12068.aspx,Amadeus,95, g de beurre
http://www.marmiton.org/recettes/recette_amadeus_12068.aspx,Amadeus,6, carré de chocolat blanc
http://www.marmiton.org/recettes/recette_tarte-de-patate-douce_53213.aspx,Tarte de patate douce,1, fond
http://www.marmiton.org/recettes/recette_tarte-de-patate-douce_53213.aspx,Tarte de patate douce,2, tasse de patate douce
http://www.marmiton.org/recettes/recette_tarte-de-patate-douce_53213.aspx,Tarte de patate douce,1, tasse de sucre
http://www.marmiton.org/recettes/recette_tarte-de-patate-douce_53213.aspx,Tarte de patate douce,2, cuillère à soupe de miel
http://www.marmiton.org/recettes/recette_tarte-de-patate-douce_53213.aspx,Tarte de patate douce,1, cuillère à café de vanille
http://www.marmiton.org/recettes/recette_tarte-de-patate-douce_53213.aspx,Tarte de patate douce,1, cuillère à café de cannelle
http://www.marmiton.org/recettes/recette_tarte-de-patate-douce_53213.aspx,Tarte de patate douce,6, oeuf
http://www.marmiton.org/recettes/recette_tarte-de-patate-douce_53213.aspx,Tarte de patate douce,1, tasse de crème fraîche
http://www.marmiton.org/recettes/recette_tarte-de-patate-douce_53213.aspx,Tarte de patate douce,2, cuillère à soupe de farine
http://www.marmiton.org/recettes/recette_trifle-aux-fraises_37813.aspx,Trifle aux fraises,250, g de fraise
http://www.marmiton.org/recettes/recette_trifle-aux-fraises_37813.aspx,Trifle aux fraises,400, g de fromage blanc
http://www.marmiton.org/recettes/recette_trifle-aux-fraises_37813.aspx,Trifle aux fraises,2, blanc d'oeuf
